"21CDD8XMB3Q3AP0X0HKODT4E045QFU","Bibliographic Labeling"," ","2VW2J1LY58B73XMMC36KOD166JVR63","A2O543PJ8110HB","Approved","Sun May 13 12:28:24 PDT 2012","Sun May 13 12:29:24 PDT 2012",0,6,6,6,6,0,6,6,6,6
"21CDD8XMB3Q3AP0X0HKODT4E045QFU","Bibliographic Labeling"," ","2WEEGOOGQSCM78AWWF5I1UU08TTEE0","A1SOTDKP7FMZUK","Approved","Mon May 14 11:41:03 PDT 2012","Mon May 14 11:42:44 PDT 2012",0,6,0,2,2,0,2,6,6,6
"21CDD8XMB3Q3AP0X0HKODT4E045QFU","Bibliographic Labeling"," ","22NQ8H88MQU6MVOXPZ91YXX4INOS97","AWL4GVQNG6AOW","Approved","Mon May 14 12:58:17 PDT 2012","Mon May 14 12:59:50 PDT 2012",5,6,5,5,5,0,5,2,5,5
"21CDD8XMB3Q3AP0X0HKODT4E045QFU","Bibliographic Labeling"," ","2OJ9Y8TNKIMZTC5694J2VM0PO0K9W3","A2J237J8KM3OCS","Approved","Mon May 14 13:00:53 PDT 2012","Mon May 14 13:01:57 PDT 2012",0,6,6,6,1,6,6,6,6,6
"21CDD8XMB3Q3AP0X0HKODT4E045QFU","Bibliographic Labeling"," ","2SMB2YU98JHSUBBPFN6BQ9IOJQ3NBO","A3A7VZ2Z5EU18R","Approved","Wed May 16 16:39:19 PDT 2012","Wed May 16 16:40:32 PDT 2012",2,6,2,2,2,0,2,6,6,6
"21CDD8XMB3Q3AP0X0HKODT4E045QFU",,,,,,,,2,6,2,2,2,0,2,6,6,6
"2ZS0RYNJ92NJLC0R59AT1HYW7S5A5O","Bibliographic Labeling"," ","2NHGFL6VCPWZAHNZQ5FV8S7SV5V7M5","A2O543PJ8110HB","Approved","Sat May 12 12:36:01 PDT 2012","Sat May 12 12:37:22 PDT 2012",6,6,6,6,6,1,6,6,6,6
"2ZS0RYNJ92NJLC0R59AT1HYW7S5A5O","Bibliographic Labeling"," ","2JM8P9Y38TWWY83EOL9M7JTAOSAZI1","AWL4GVQNG6AOW","Approved","Mon May 14 13:03:58 PDT 2012","Mon May 14 13:05:22 PDT 2012",5,2,2,5,5,2,5,5,2,5
"2ZS0RYNJ92NJLC0R59AT1HYW7S5A5O","Bibliographic Labeling"," ","259VKCJ011K28UJT37HWD18NCBZA84","A2J237J8KM3OCS","Approved","Mon May 14 13:10:03 PDT 2012","Mon May 14 13:11:05 PDT 2012",6,0,0,6,6,1,6,6,6,6
"2ZS0RYNJ92NJLC0R59AT1HYW7S5A5O","Bibliographic Labeling"," ","2TLUHYW2GTP9S07EZJD1D9YSWLJMRL","A3A7VZ2Z5EU18R","Approved","Tue May 15 13:05:22 PDT 2012","Tue May 15 13:06:54 PDT 2012",6,2,2,2,2,4,6,6,6,6
"2ZS0RYNJ92NJLC0R59AT1HYW7S5A5O","Bibliographic Labeling"," ","268KCCVLL3CA4TM34CH4J9NQ2GEX7S","A1SOTDKP7FMZUK","Approved","Fri May 18 11:42:22 PDT 2012","Fri May 18 11:43:11 PDT 2012",6,0,2,2,2,6,6,6,6,6
"2ZS0RYNJ92NJLC0R59AT1HYW7S5A5O",,,,,,,,6,2,2,2,2,2,6,6,6,6
"2DG2AOO2GMMEHEO2KF3MDIAA74R66B","Bibliographic Labeling"," ","291O9Z6KW4ZMBPH3LECFX0ONV0I5EE","AWL4GVQNG6AOW","Approved","Mon May 14 23:22:03 PDT 2012","Mon May 14 23:25:43 PDT 2012",6,6,2,2,2,2,6,6,0,2
"2DG2AOO2GMMEHEO2KF3MDIAA74R66B","Bibliographic Labeling"," ","2AYUFBNFSVGUM53VZFN6UG1F09Z5JM","A2O543PJ8110HB","Approved","Tue May 15 12:50:29 PDT 2012","Tue May 15 12:51:26 PDT 2012",6,6,6,6,6,6,6,6,0,0
"2DG2AOO2GMMEHEO2KF3MDIAA74R66B","Bibliographic Labeling"," ","2B4STMOFXRDS58CN8L4N4JFM97MRUI","A3A7VZ2Z5EU18R","Approved","Tue May 15 12:58:22 PDT 2012","Tue May 15 13:04:19 PDT 2012",6,6,6,6,6,6,6,6,2,2
"2DG2AOO2GMMEHEO2KF3MDIAA74R66B","Bibliographic Labeling"," ","2WFCWYB49F9STIHJVOAOUST5PBRPTX","A2J237J8KM3OCS","Approved","Tue May 15 13:10:06 PDT 2012","Tue May 15 13:10:50 PDT 2012",6,6,6,6,6,6,6,6,0,0
"2DG2AOO2GMMEHEO2KF3MDIAA74R66B","Bibliographic Labeling"," ","2NE25L8I9NZW77EL0B54XW7TGEQTJA","A1SOTDKP7FMZUK","Approved","Thu May 17 12:23:43 PDT 2012","Thu May 17 12:24:23 PDT 2012",6,6,6,6,6,6,6,6,0,2
"2DG2AOO2GMMEHEO2KF3MDIAA74R66B",,,,,,,,6,6,6,6,6,6,6,6,2,2
"20QEBDPGFL6VDFWL3EED3IOV64K3IW","Bibliographic Labeling"," ","2VCH1Q6SVQ8H9YMCOTC5VBVCQ7S3MN","AWL4GVQNG6AOW","Approved","Tue May 15 07:24:20 PDT 2012","Tue May 15 07:25:59 PDT 2012",5,6,7,7,2,2,2,2,5,5
"20QEBDPGFL6VDFWL3EED3IOV64K3IW","Bibliographic Labeling"," ","2N0XMB3Q39Z0CWUFITK4LVST3XVITD","A2O543PJ8110HB","Approved","Tue May 15 12:51:27 PDT 2012","Tue May 15 12:52:24 PDT 2012",0,6,7,7,6,6,6,6,6,6
"20QEBDPGFL6VDFWL3EED3IOV64K3IW","Bibliographic Labeling"," ","239V8ER9Y8TNL8MLM9WKMHS2WSCS5P","A3A7VZ2Z5EU18R","Approved","Tue May 15 13:04:22 PDT 2012","Tue May 15 13:05:18 PDT 2012",2,6,6,6,6,6,6,6,6,6
"20QEBDPGFL6VDFWL3EED3IOV64K3IW","Bibliographic Labeling"," ","2E66AUBXHWSH85LV3I2Z3DRL5BL3ZF","A2J237J8KM3OCS","Approved","Tue May 15 13:10:51 PDT 2012","Tue May 15 13:12:14 PDT 2012",0,6,7,7,6,6,6,6,6,6
"20QEBDPGFL6VDFWL3EED3IOV64K3IW","Bibliographic Labeling"," ","2E70OHOVR14IYAOOFWTHLCWAE4G56J","A1SOTDKP7FMZUK","Approved","Wed May 16 08:28:23 PDT 2012","Wed May 16 08:29:56 PDT 2012",2,6,6,6,6,6,6,6,6,6
"20QEBDPGFL6VDFWL3EED3IOV64K3IW",,,,,,,,2,6,6,6,6,6,6,6,6,6
"20QEBDPGFL6VDFWL3EED3IOV64JI3A","Bibliographic Labeling"," ","2DLVOK5UFJ51ZXQ0IM6YXS1C0VW69Y","A1SOTDKP7FMZUK","Approved","Sat May 12 06:28:11 PDT 2012","Sat May 12 06:29:19 PDT 2012",2,2,2,2,2,2,2,2,2,2
"20QEBDPGFL6VDFWL3EED3IOV64JI3A","Bibliographic Labeling"," ","240Y1THV8ER9ZYT9E5DZZM5KNMV1O8","A2O543PJ8110HB","Approved","Mon May 14 11:42:24 PDT 2012","Mon May 14 11:43:59 PDT 2012",0,0,7,7,0,0,0,0,6,6
"20QEBDPGFL6VDFWL3EED3IOV64JI3A","Bibliographic Labeling"," ","2SSOUQIHPCGJ332NIQN54H0JXUX06H","A2J237J8KM3OCS","Approved","Mon May 14 13:11:38 PDT 2012","Mon May 14 13:12:16 PDT 2012",6,0,7,7,6,6,6,6,6,6
"20QEBDPGFL6VDFWL3EED3IOV64JI3A","Bibliographic Labeling"," ","2XBKM05BMJTUIOWOAGG9YA7SD33EJ3","A3A7VZ2Z5EU18R","Approved","Wed May 16 11:20:13 PDT 2012","Wed May 16 11:22:08 PDT 2012",6,2,6,6,6,6,6,6,6,6
